58.75 27.25	-35.828678090087806
59.25 27.25	-58.535949928220887
59.75 27.25	-51.113206103049322
60.25 27.25	-60.665577857656210
60.75 27.25	-94.018734015378797
61.25 27.25	-130.41243075231941
61.75 27.25	-132.88555990862054
62.25 27.25	-155.36472325346520
62.75 27.25	-160.93267566475592
63.25 27.25	-114.28738787419144
63.75 27.25	-110.94958223950835
64.25 27.25	-103.74861106325051
64.75 27.25	-107.96428101307990
65.25 27.25	-142.69049609814988
65.75 27.25	-109.55808172304927
53.25 26.75	-46.741800245590966
53.75 26.75	-108.71826429350530
54.25 26.75	-41.162058657036681
54.75 26.75	-55.399243552601092
55.25 26.75	-27.519212841320822
55.75 26.75	-97.268364983874008
56.25 26.75	-82.588079040669669
56.75 26.75	-110.76300923851225
57.25 26.75	-93.226525893582448
57.75 26.75	-40.576801014551130
58.25 26.75	-26.437865635525611
58.75 26.75	-32.500930630750318
59.25 26.75	-58.531262857676836
59.75 26.75	-50.637320156664202
60.25 26.75	-51.932353363748192
60.75 26.75	-59.139519153347436
61.25 26.75	-133.07225852292808
61.75 26.75	-136.09932726104955
62.25 26.75	-125.35836452322356
62.75 26.75	-113.25262244825404
63.25 26.75	-103.79242192741874
63.75 26.75	-98.634009864001271
64.25 26.75	-110.55230509418733
64.75 26.75	-101.61763398892437
65.25 26.75	-54.873736059363658
65.75 26.75	-34.444705791626404
53.25 26.25	-44.187357089012437
53.75 26.25	-54.804649244191943
54.25 26.25	-52.657605216060169
54.75 26.25	-34.387379229586834
55.25 26.25	-63.072612266512877
55.75 26.25	-96.935816739050836
56.25 26.25	-78.249695439768345
56.75 26.25	-59.358930970887720
57.25 26.25	-30.895257701330259
57.75 26.25	-24.928114900784543
58.25 26.25	13.917497712861630
58.75 26.25	-22.673233629268765
59.25 26.25	-37.828999567685862
59.75 26.25	-74.497018810782251
60.25 26.25	-88.943502036033749
60.75 26.25	-99.724181610230545
61.25 26.25	-77.268231465943003
61.75 26.25	-118.45579364584258
62.25 26.25	-114.52143479623254
62.75 26.25	-93.818605415124964
63.25 26.25	-108.15649421029786
63.75 26.25	-79.075570115933928
64.25 26.25	-68.306902313607452
64.75 26.25	-53.481273529700935
65.25 26.25	-52.363487120694380
65.75 26.25	-17.829809032133671
53.25 25.75	-31.007116840554346
53.75 25.75	-50.600413411292912
54.25 25.75	-45.388696572390238
54.75 25.75	-39.921020438251396
55.25 25.75	-83.074440549550999
55.75 25.75	-98.598179342944206
56.25 25.75	-31.047099695504070
56.75 25.75	22.359863097834406
57.25 25.75	16.423353149456023
57.75 25.75	-3.8923428854886728
58.25 25.75	65.586693663650067
58.75 25.75	37.202671606521491
59.25 25.75	11.215477374180781
59.75 25.75	10.674409963451625
60.25 25.75	-2.3339666572808953
60.75 25.75	-0.71511827524867733
61.25 25.75	0.44645980497947324
61.75 25.75	-7.1515089540084826
62.25 25.75	-24.230190479304692
62.75 25.75	-14.608034223943941
63.25 25.75	17.422288008491599
63.75 25.75	-2.3971459147357739
64.25 25.75	-11.035502663469172
64.75 25.75	-14.934150926511851
65.25 25.75	9.4965517151076195
65.75 25.75	-82.324199996598878
53.25 25.25	-29.865032145257725
53.75 25.25	-37.832360066750944
54.25 25.25	-30.341081590480567
54.75 25.25	-35.936437273442408
55.25 25.25	-83.497009429584608
55.75 25.25	-79.721938735296902
56.25 25.25	6.3945236037233339
56.75 25.25	65.195392437667294
57.25 25.25	18.054221055510020
57.75 25.25	9.1463229038908942
58.25 25.25	45.720379250927081
58.75 25.25	40.460576777058208
59.25 25.25	23.936213180138473
59.75 25.25	19.898066404539872
60.25 25.25	33.106803338342111
60.75 25.25	37.688720394147843
61.25 25.25	32.590256996070572
61.75 25.25	36.086635644064224
62.25 25.25	26.263866030990858
62.75 25.25	28.287164563742138
63.25 25.25	53.028779878074801
63.75 25.25	57.882467168335275
64.25 25.25	57.053415649556726
64.75 25.25	3.5665783226509795
65.25 25.25	29.102075082657791
65.75 25.25	-11.757666135413203
53.25 24.75	-24.388549604657950
53.75 24.75	-33.456395371495624
54.25 24.75	-24.300428010473020
54.75 24.75	-30.715337933167039
55.25 24.75	-69.897434448131079
55.75 24.75	-66.525317188533791
56.25 24.75	4.1961469805243814
56.75 24.75	74.611492921223544
57.25 24.75	61.533528969323456
57.75 24.75	35.843760074041889
58.25 24.75	67.415089426266903
58.75 24.75	75.024770036722103
59.25 24.75	57.513867760442302
59.75 24.75	63.368942470891561
60.25 24.75	60.946361862044689
60.75 24.75	72.679077699239116
61.25 24.75	42.114567761836717
61.75 24.75	42.950840100769192
62.25 24.75	40.153965364727817
62.75 24.75	44.020956675650645
63.25 24.75	39.696426996899191
63.75 24.75	36.746815401237491
64.25 24.75	17.538078614256648
64.75 24.75	-13.144958452881603
65.25 24.75	37.457631910721233
65.75 24.75	-12.024256057805822
53.25 24.25	-25.070895373194112
53.75 24.25	-36.853114513885629
54.25 24.25	-24.395896644651955
54.75 24.25	-24.892342247346196
55.25 24.25	-64.574059331578354
55.75 24.25	-69.230660579537414
56.25 24.25	-20.452361430341135
56.75 24.25	70.038481338301622
57.25 24.25	29.931039705760430
57.75 24.25	47.427294429267221
58.25 24.25	106.41325755453420
58.75 24.25	111.08772107656813
59.25 24.25	81.992151504077185
59.75 24.25	70.729995464741293
60.25 24.25	128.05263043197345
60.75 24.25	108.80646401423580
61.25 24.25	95.256152496253335
61.75 24.25	111.75694107860703
62.25 24.25	116.46091891580619
62.75 24.25	109.71363116625847
63.25 24.25	99.918835837478696
63.75 24.25	114.77450772736793
64.25 24.25	81.540240131519582
64.75 24.25	84.206769609677664
65.25 24.25	108.05460012806739
65.75 24.25	122.89007565724130
53.25 23.75	-32.276690902256426
53.75 23.75	-31.172002193206261
54.25 23.75	-17.557928905818521
54.75 23.75	-23.154611150081106
55.25 23.75	-51.841187322153957
55.75 23.75	-63.267581421050885
56.25 23.75	-24.690724519570331
56.75 23.75	19.854131286185925
57.25 23.75	46.020254629524722
57.75 23.75	12.994006829066690
58.25 23.75	81.444771982531606
58.75 23.75	82.569282937811664
59.25 23.75	134.90249163376768
59.75 23.75	132.78012204712979
60.25 23.75	171.56630847256184
60.75 23.75	185.05149796042159
61.25 23.75	178.75073471290455
61.75 23.75	177.17818836395654
62.25 23.75	165.77119382189679
62.75 23.75	153.18485152236408
63.25 23.75	149.85309213744785
63.75 23.75	148.46478790545390
64.25 23.75	152.42586832913986
64.75 23.75	104.01032347205560
65.25 23.75	97.096415991326865
65.75 23.75	97.515886378459228
53.25 23.25	-31.518168007423061
53.75 23.25	-31.485137395155203
54.25 23.25	-28.728196111843147
54.75 23.25	-27.084226704774125
55.25 23.25	-35.157850904354277
55.75 23.25	-49.489817979330731
56.25 23.25	-49.344125327338368
56.75 23.25	-60.135440006340062
57.25 23.25	-65.000968875044634
57.75 23.25	49.345721758707519
58.25 23.25	69.096615893659489
58.75 23.25	69.139667932356062
59.25 23.25	104.16276660272797
59.75 23.25	147.28661672717703
60.25 23.25	166.40000748576347
60.75 23.25	205.53993090050628
61.25 23.25	216.35907802895048
61.75 23.25	197.54842413937504
62.25 23.25	177.21604365678490
62.75 23.25	158.16929369041989
63.25 23.25	139.38173756983917
63.75 23.25	138.19442321206307
64.25 23.25	118.09425374458603
64.75 23.25	115.70785487616388
65.25 23.25	137.96547572933525
65.75 23.25	79.535929651200973
